,,,S,timedelta,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,bt,density,speed,temperature,source
,,,train_a,2 days 19:15:00,-0.43,-6.57,12.37,61.6,265.74,-0.43,-6.57,12.37,61.6,265.74,14.32,4.25,403.16,94015,ac
,,,train_a,2 days 19:16:00,-0.63,-5.44,12.07,64.86,262,-0.63,-5.44,12.07,64.86,262,13.83,3.16,405.91,97431,ac
,,,train_a,2 days 19:17:00,-0.76,-4.8,12.52,68.2,259.02,-0.76,-4.8,12.52,68.2,259.02,13.86,2.86,403.09,174181,ac
,,,train_a,2 days 19:18:00,-0.34,-4.49,12.61,69.74,265.33,-0.34,-4.49,12.61,69.74,265.33,13.91,3.64,394.92,146150,ac
,,,train_a,2 days 19:19:00,-0.44,-4.68,12.23,68.32,262.83,-0.44,-4.68,12.23,68.32,262.83,13.62,4.05,399.8,156081,ac
,,,train_a,2 days 19:20:00,-0.38,-3.03,12.05,74,253.82,-0.38,-3.03,12.05,74,253.82,12.95,4.65,406.11,158173,ac
,,,train_a,2 days 19:21:00,0.45,-0.18,11.6,77.92,153.29,0.45,-0.18,11.6,77.92,153.29,12.16,4.01,403.26,112830,ac
,,,train_a,2 days 19:22:00,-0.43,-2.36,11.3,71.64,221.99,-0.43,-2.36,11.3,71.64,221.99,12.18,5.63,397.07,284284,ac
,,,train_a,2 days 19:23:00,0,-3.26,11.49,73.53,269.18,0,-3.26,11.49,73.53,269.18,12.22,8.02,402.02,141257,ac
,,,train_a,2 days 19:24:00,-0.21,-7.14,9.36,52.06,268.49,-0.21,-7.14,9.36,52.06,268.49,12.35,7.85,397.26,165992,ac
,,,train_a,2 days 19:25:00,0.24,-6.36,10.59,58.24,272.47,0.24,-6.36,10.59,58.24,272.47,12.79,7.57,398.33,132544,ac
,,,train_a,2 days 19:26:00,0.38,-5.97,10.29,59.18,274.43,0.38,-5.97,10.29,59.18,274.43,12.56,7.37,396.85,118678,ac
,,,train_a,2 days 19:27:00,0.27,-5.72,10.62,61.28,272.95,0.27,-5.72,10.62,61.28,272.95,12.46,7.44,396,110133,ac
,,,train_a,2 days 19:28:00,0.18,-5.84,10.29,60,272.22,0.18,-5.84,10.29,60,272.22,12.38,8,398.63,144764,ac
,,,train_a,2 days 19:29:00,0.38,-5.18,10.98,64.42,274.47,0.38,-5.18,10.98,64.42,274.47,12.42,8.69,398.23,116409,ac
,,,train_a,2 days 19:30:00,0.37,-4.58,11.09,66.98,275,0.37,-4.58,11.09,66.98,275,12.36,8.51,396.23,117557,ac
,,,train_a,2 days 19:31:00,0.56,-4.74,10.92,65.82,277.3,0.56,-4.74,10.92,65.82,277.3,12.29,8.51,396.23,117557,ac
,,,train_a,2 days 19:32:00,0.6,-5.13,10.64,63.65,277.93,0.6,-5.13,10.64,63.65,277.93,12.37,8.82,397.67,113244,ac
,,,train_a,2 days 19:33:00,0.74,-4.87,10.78,65.07,279.68,0.74,-4.87,10.78,65.07,279.68,12.21,8.71,398.08,110615,ac
,,,train_a,2 days 19:34:00,0.97,-4.2,10.73,67.58,285.67,0.97,-4.2,10.73,67.58,285.67,11.97,9.32,397.95,143952,ac
,,,train_a,2 days 19:35:00,0.94,-3.77,11.01,70.01,286.35,0.94,-3.77,11.01,70.01,286.35,12.02,10.28,399.19,105350,ac
,,,train_a,2 days 19:36:00,0.87,-4.04,10.52,68.15,284.24,0.87,-4.04,10.52,68.15,284.24,11.63,8.16,401.16,103359,ac
,,,train_a,2 days 19:37:00,0.9,-4.13,10.24,67.23,284.61,0.9,-4.13,10.24,67.23,284.61,11.53,10.34,398.8,146648,ac
,,,train_a,2 days 19:38:00,1.62,-3.27,11.92,73,296.4,1.62,-3.27,11.92,73,296.4,12.46,,,,ac
,,,train_a,2 days 19:39:00,0.87,-4.04,10.69,68.36,284.45,0.87,-4.04,10.69,68.36,284.45,11.81,9.63,397.21,117143,ac
,,,train_a,2 days 19:40:00,0.41,-5.13,10.39,62.99,275.44,0.41,-5.13,10.39,62.99,275.44,12.09,8.99,398.31,112608,ac
,,,train_a,2 days 19:41:00,0.33,-5.8,10.79,61.4,273.46,0.33,-5.8,10.79,61.4,273.46,12.56,7.83,395.36,124478,ac
,,,train_a,2 days 19:42:00,0.47,-5.74,11.12,62.18,275.07,0.47,-5.74,11.12,62.18,275.07,12.93,6.38,392.95,126471,ac
,,,train_a,2 days 19:43:00,0.82,-5.78,11.39,62.42,278.86,0.82,-5.78,11.39,62.42,278.86,13.19,5.21,392.96,111229,ac
,,,train_a,2 days 19:44:00,0.69,-5.9,11.03,61.13,277.58,0.69,-5.9,11.03,61.13,277.58,13.01,,,,ac
,,,train_a,2 days 19:45:00,0.63,-5.88,11.34,61.96,276.74,0.63,-5.88,11.34,61.96,276.74,13.18,5.4,397.43,125527,ac
,,,train_a,2 days 19:46:00,0.84,-6.05,11.47,61.24,278.93,0.84,-6.05,11.47,61.24,278.93,13.53,4.42,394.54,102055,ac
,,,train_a,2 days 19:47:00,0.96,-5.97,11.64,62.15,280.1,0.96,-5.97,11.64,62.15,280.1,13.51,4.42,394.54,102055,ac
,,,train_a,2 days 19:48:00,0.65,-5.77,12.02,64.08,276.93,0.65,-5.77,12.02,64.08,276.93,13.67,4.43,394.5,108155,ac
,,,train_a,2 days 19:49:00,0.55,-6.1,11.9,62.28,275.68,0.55,-6.1,11.9,62.28,275.68,13.85,3.76,397.25,108440,ac
,,,train_a,2 days 19:50:00,-1.55,12.62,0.94,4.25,97.05,-1.55,12.62,0.94,4.25,97.05,12.75,3.94,406.6,144569,ac
,,,train_a,2 days 19:51:00,1.24,-6.41,11.62,60.14,282.08,1.24,-6.41,11.62,60.14,282.08,13.81,,,,ac
,,,train_a,2 days 19:52:00,1.47,-6.76,11.22,57.76,283.83,1.47,-6.76,11.22,57.76,283.83,13.85,3.45,391.75,115764,ac
,,,train_a,2 days 19:53:00,1.28,-6.62,11.37,58.8,282.15,1.28,-6.62,11.37,58.8,282.15,13.8,3.55,397.05,115830,ac
,,,train_a,2 days 19:54:00,1.27,-5.81,10.05,58.93,283.43,1.27,-5.81,10.05,58.93,283.43,12.04,4.31,400.32,109728,ac
,,,train_a,2 days 19:55:00,1.67,-6.27,10.82,58.59,285.84,1.67,-6.27,10.82,58.59,285.84,12.97,5.87,401.51,127304,ac
,,,train_a,2 days 19:56:00,1.22,-6.2,10.66,58.51,282.16,1.22,-6.2,10.66,58.51,282.16,12.9,7.82,401.85,127537,ac
,,,train_a,2 days 19:57:00,0.68,-6.9,10.64,56.38,276.28,0.68,-6.9,10.64,56.38,276.28,13.26,,,,ac
,,,train_a,2 days 19:58:00,0.69,-7.26,9.77,52.72,275.82,0.69,-7.26,9.77,52.72,275.82,12.7,7.09,395.12,136901,ac
,,,train_a,2 days 19:59:00,0.49,-7.09,10.65,55.8,274.32,0.49,-7.09,10.65,55.8,274.32,13.22,4.46,397.74,110016,ac
,,,train_a,2 days 20:00:00,-0.02,-7.37,10.09,53.22,269.83,-0.02,-7.37,10.09,53.22,269.83,12.95,5.63,391.26,141648,ac
,,,train_a,2 days 20:01:00,-0.34,-7.56,9.44,50.78,267.38,-0.34,-7.56,9.44,50.78,267.38,12.59,5.08,392.31,130559,ac
,,,train_a,2 days 20:02:00,-0.62,-6.91,8.4,50.02,265.7,-0.62,-6.91,8.4,50.02,265.7,11.36,6.49,391.42,148224,ac
,,,train_a,2 days 20:03:00,-0.04,-5.22,7.92,56.03,269.98,-0.04,-5.22,7.92,56.03,269.98,9.87,6.49,391.42,148224,ac
,,,train_a,2 days 20:04:00,-0.82,-5.23,5.07,42.98,261.02,-0.82,-5.23,5.07,42.98,261.02,7.81,11.9,394.41,191577,ac
,,,train_a,2 days 20:05:00,-1.98,-5.67,3.68,30.65,249.65,-1.98,-5.67,3.68,30.65,249.65,7.45,13.13,388.95,161567,ac
,,,train_a,2 days 20:06:00,-2.48,-5.89,2.31,19,246.19,-2.48,-5.89,2.31,19,246.19,7.24,14.6,382.74,156404,ac
,,,train_a,2 days 20:07:00,-3.37,-5.49,0.35,3.23,236.73,-3.37,-5.49,0.35,3.23,236.73,6.92,15.75,382.88,184152,ac
,,,train_a,2 days 20:08:00,-4.07,-3.94,-3.55,-28.3,219.15,-4.07,-3.94,-3.55,-28.3,219.15,7.58,,,,ac
,,,train_a,2 days 20:09:00,-4.36,-2.54,-6.75,-49.67,207.17,-4.36,-2.54,-6.75,-49.67,207.17,8.91,,,,ac
,,,train_a,2 days 20:10:00,-4.3,-2.28,-7.81,-54.34,205.69,-4.3,-2.28,-7.81,-54.34,205.69,9.65,13.03,378.1,188705,ac
,,,train_a,2 days 20:11:00,-4.32,-6.45,-4.4,-29.03,234.28,-4.32,-6.45,-4.4,-29.03,234.28,9.43,2.79,321.63,58876,ac
,,,train_a,2 days 20:12:00,-5.01,-8.71,-1,-5.4,239.03,-5.01,-8.71,-1,-5.4,239.03,10.6,2.29,322.92,34511,ac
,,,train_a,2 days 20:13:00,-5.38,-10.53,-0.96,-4.73,242.13,-5.38,-10.53,-0.96,-4.73,242.13,12.29,3.17,324.61,36901,ac
,,,train_a,2 days 20:14:00,-5.77,-10.82,-0.19,-0.99,241.41,-5.77,-10.82,-0.19,-0.99,241.41,12.62,,,,ac
,,,train_a,2 days 20:15:00,-5.34,-11.23,0.79,3.56,244.16,-5.34,-11.23,0.79,3.56,244.16,12.77,6.8,367.75,186863,ac
,,,train_a,2 days 20:16:00,-5.68,-10.65,-1.03,-5.07,240.63,-5.68,-10.65,-1.03,-5.07,240.63,12.75,6.16,372.46,196305,ac
,,,train_a,2 days 20:17:00,-7.26,-8.54,-4.38,-20.72,228.14,-7.26,-8.54,-4.38,-20.72,228.14,12.5,,,,ac
,,,train_a,2 days 20:18:00,-7.09,-7.89,-4.93,-24.25,226.33,-7.09,-7.89,-4.93,-24.25,226.33,12.16,,,,ac
,,,train_a,2 days 20:19:00,-5.83,-9.71,-2.38,-11.8,237.87,-5.83,-9.71,-2.38,-11.8,237.87,11.95,,,,ac
,,,train_a,2 days 20:20:00,-5.57,-9.91,-2.27,-11.32,239.47,-5.57,-9.91,-2.27,-11.32,239.47,12.01,7.31,369.96,202409,ac
,,,train_a,2 days 20:21:00,-5.84,-9.77,-2.13,-10.44,238.12,-5.84,-9.77,-2.13,-10.44,238.12,11.99,7.2,369.38,204507,ac
,,,train_a,2 days 20:22:00,-6.25,-9.45,-2.21,-10.89,235.67,-6.25,-9.45,-2.21,-10.89,235.67,11.89,1.97,325.42,40378,ac
,,,train_a,2 days 20:23:00,-6.29,-9.52,-2.14,-10.52,235.65,-6.29,-9.52,-2.14,-10.52,235.65,11.92,2.62,320.37,45667,ac
,,,train_a,2 days 20:24:00,-6.01,-9.25,-2.01,-10.23,236,-6.01,-9.25,-2.01,-10.23,236,11.6,2.77,320.93,55958,ac
,,,train_a,2 days 20:25:00,-3.94,-7.29,0.04,0.1,240.34,-3.94,-7.29,0.04,0.1,240.34,8.77,2.04,320.89,42740,ac
,,,train_a,2 days 20:26:00,-4.94,-6.24,-1.46,-9.62,230.25,-4.94,-6.24,-1.46,-9.62,230.25,8.63,1.99,315.93,48169,ac
,,,train_a,2 days 20:27:00,-4.98,-6.67,-1.26,-8.41,232.24,-4.98,-6.67,-1.26,-8.41,232.24,8.69,3.69,321.19,46617,ac
,,,train_a,2 days 20:28:00,-4.08,-6.19,-0.93,-6.83,235.26,-4.08,-6.19,-0.93,-6.83,235.26,7.86,3.48,328.01,56794,ac
,,,train_a,2 days 20:29:00,-3.36,-6.33,-0.33,-2.57,240.8,-3.36,-6.33,-0.33,-2.57,240.8,7.49,2.55,323.3,35238,ac
,,,train_a,2 days 20:30:00,-3.46,-6.7,0.84,6.11,241.74,-3.46,-6.7,0.84,6.11,241.74,8.02,2.22,320.47,61025,ac
,,,train_a,2 days 20:31:00,-3.97,-6.82,0.65,4.54,238.76,-3.97,-6.82,0.65,4.54,238.76,8.23,2.73,321.09,49245,ac
,,,train_a,2 days 20:32:00,-3.97,-6.68,0.41,3.31,238.28,-3.97,-6.68,0.41,3.31,238.28,8.16,3.07,323.68,53848,ac
,,,train_a,2 days 20:33:00,-3.72,-6.69,0.49,3.86,240.05,-3.72,-6.69,0.49,3.86,240.05,8.02,2.25,321.12,66072,ac
,,,train_a,2 days 20:34:00,-3.71,-6.36,0.33,2.67,238.59,-3.71,-6.36,0.33,2.67,238.59,7.71,2.41,319.67,62252,ac
,,,train_a,2 days 20:35:00,-3.82,-6.37,0.39,3.27,237.78,-3.82,-6.37,0.39,3.27,237.78,7.74,2.41,319.67,62252,ac
,,,train_a,2 days 20:36:00,-4.48,-6.92,-0.04,-0.42,236,-4.48,-6.92,-0.04,-0.42,236,8.61,2.59,319.24,67633,ac
,,,train_a,2 days 20:37:00,-4.58,-7.41,-0.09,-0.58,237.33,-4.58,-7.41,-0.09,-0.58,237.33,9.08,2.91,319.14,56135,ac
,,,train_a,2 days 20:38:00,-4.56,-7.18,0.22,1.29,236.69,-4.56,-7.18,0.22,1.29,236.69,8.87,3.38,320.29,62623,ac
,,,train_a,2 days 20:39:00,-5.43,-7.39,-0.5,-3.13,232.67,-5.43,-7.39,-0.5,-3.13,232.67,9.52,3.1,318.26,64704,ac
,,,train_a,2 days 20:40:00,-5.72,-7.7,-0.2,-1.33,232.38,-5.72,-7.7,-0.2,-1.33,232.38,9.96,4.78,318.85,41608,ac
,,,train_a,2 days 20:41:00,-5.29,-7.81,0.17,0.97,235.08,-5.29,-7.81,0.17,0.97,235.08,9.8,5.39,323.43,47271,ac
,,,train_a,2 days 20:42:00,-5.43,-7.97,0.34,2.22,234.97,-5.43,-7.97,0.34,2.22,234.97,9.99,3.91,318.08,65740,ac
,,,train_a,2 days 20:43:00,-6.47,-9.8,0.11,0.51,235.97,-6.47,-9.8,0.11,0.51,235.97,12.09,4.04,319.07,53458,ac
,,,train_a,2 days 20:44:00,-6.16,-9.87,1.65,7.6,237.49,-6.16,-9.87,1.65,7.6,237.49,12.14,2.14,321.92,33700,ac
,,,train_a,2 days 20:45:00,-6.89,-9.69,1.19,5.44,234.15,-6.89,-9.69,1.19,5.44,234.15,12.48,2.72,320.43,54234,ac
,,,train_a,2 days 20:46:00,-7.21,-9.76,0.02,0.04,232.94,-7.21,-9.76,0.02,0.04,232.94,12.54,4.45,321.64,44809,ac
,,,train_a,2 days 20:47:00,-6.57,-9.98,1.66,7.82,236.22,-6.57,-9.98,1.66,7.82,236.22,12.52,3.02,320.87,43352,ac
,,,train_a,2 days 20:48:00,-7.38,-8.42,-3.06,-15.04,227.82,-7.38,-8.42,-3.06,-15.04,227.82,11.93,3,326.46,29080,ac
,,,train_a,2 days 20:49:00,-6.98,-6.56,-4.73,-25.52,221.56,-6.98,-6.56,-4.73,-25.52,221.56,11.12,,,,ac
,,,train_a,2 days 20:50:00,-7.27,-6.1,-6.04,-31.17,218.23,-7.27,-6.1,-6.04,-31.17,218.23,11.69,,,,ac
,,,train_a,2 days 20:51:00,-7.23,-6.65,-5.78,-29.68,221.1,-7.23,-6.65,-5.78,-29.68,221.1,11.72,,,,ac
,,,train_a,2 days 20:52:00,-7.49,-6.17,-5.92,-30.36,217.97,-7.49,-6.17,-5.92,-30.36,217.97,11.72,3.93,325.5,25143,ac
,,,train_a,2 days 20:53:00,-7.4,-6.52,-5.67,-29.06,219.61,-7.4,-6.52,-5.67,-29.06,219.61,11.75,4.41,325.23,32649,ac
,,,train_a,2 days 20:54:00,-7.52,-6.45,-5.74,-29.29,219.16,-7.52,-6.45,-5.74,-29.29,219.16,11.77,2.94,325.32,31729,ac
,,,train_a,2 days 20:55:00,-7.11,-5.73,-6.41,-34.3,217.12,-7.11,-5.73,-6.41,-34.3,217.12,11.54,3.6,325.45,32768,ac
,,,train_a,2 days 20:56:00,-5.93,-3.59,-7.95,-46.8,209.29,-5.93,-3.59,-7.95,-46.8,209.29,10.94,10.21,365.23,181967,ac
,,,train_a,2 days 20:57:00,-5.62,-2.75,-8.49,-50.78,204.62,-5.62,-2.75,-8.49,-50.78,204.62,10.97,9.62,365.29,137884,ac
,,,train_a,2 days 20:58:00,-5.48,-2.47,-8.71,-52.26,202.22,-5.48,-2.47,-8.71,-52.26,202.22,11.07,10.57,362.37,131260,ac
,,,train_a,2 days 20:59:00,-5.86,-3.05,-8.18,-48.75,205.87,-5.86,-3.05,-8.18,-48.75,205.87,10.88,7.61,371.24,185733,ac
,,,train_a,2 days 21:00:00,-5.39,-1.85,-8.94,-54.52,198.01,-5.39,-1.85,-8.94,-54.52,198.01,11.04,7.98,375.17,154193,ac
,,,train_a,2 days 21:01:00,-4.83,-1.09,-9.13,-57.23,190.12,-4.83,-1.09,-9.13,-57.23,190.12,11.03,8.5,377.14,116910,ac
,,,train_a,2 days 21:02:00,-6.87,-6.17,-6.36,-33.63,220.15,-6.87,-6.17,-6.36,-33.63,220.15,11.54,3.7,325.6,42449,ac
,,,train_a,2 days 21:03:00,-7.25,-7.64,-5.03,-24.95,225.3,-7.25,-7.64,-5.03,-24.95,225.3,11.97,1.8,324.9,37311,ac
,,,train_a,2 days 21:04:00,-6.64,-7.54,-4.05,-21.43,227.07,-6.64,-7.54,-4.05,-21.43,227.07,11.23,2.42,319.77,46877,ac
,,,train_a,2 days 21:05:00,-5.85,-8.3,-2.22,-12.33,233.27,-5.85,-8.3,-2.22,-12.33,233.27,10.86,3.12,320.04,55467,ac
,,,train_a,2 days 21:06:00,-5.46,-9.31,-0.92,-4.86,238.69,-5.46,-9.31,-0.92,-4.86,238.69,11.25,1.25,323.63,46218,ac
,,,train_a,2 days 21:07:00,-4.89,-9.93,1.11,5.54,243.31,-4.89,-9.93,1.11,5.54,243.31,11.45,1.25,323.63,46218,ac
,,,train_a,2 days 21:08:00,-4.15,-9.88,2.36,12.21,246.75,-4.15,-9.88,2.36,12.21,246.75,11.36,1.28,321.43,53562,ac
,,,train_a,2 days 21:09:00,-4.56,-9.66,3.1,15.85,244.34,-4.56,-9.66,3.1,15.85,244.34,11.47,1.17,321.97,44777,ac
,,,train_a,2 days 21:10:00,-4.68,-9.72,3.25,16.13,243.74,-4.68,-9.72,3.25,16.13,243.74,11.83,1.82,326.29,26090,ac
,,,train_a,2 days 21:11:00,-4.2,-9.66,3.77,19.39,246.07,-4.2,-9.66,3.77,19.39,246.07,11.59,0.88,325.45,37936,ac
,,,train_a,2 days 21:12:00,-4.58,-9.78,3.2,16.16,244.46,-4.58,-9.78,3.2,16.16,244.46,11.73,,,,ac
,,,train_a,2 days 21:13:00,-4.55,-9.89,3.35,16.77,244.84,-4.55,-9.89,3.35,16.77,244.84,11.8,1.08,322.74,50098,ac
,,,train_a,2 days 21:14:00,-3.87,-9.28,4.75,24.98,247,-3.87,-9.28,4.75,24.98,247,11.48,0.74,321.85,42176,ac
,,,train_a,2 days 21:15:00,-3.49,-8.34,4.95,28.48,246.75,-3.49,-8.34,4.95,28.48,246.75,10.64,,,,ac
,,,train_a,2 days 21:16:00,-3.1,-8.23,4.14,24.64,248.85,-3.1,-8.23,4.14,24.64,248.85,10.18,6.07,369.73,272425,ac
,,,train_a,2 days 21:17:00,-3.14,-7.61,4.2,27.24,246.9,-3.14,-7.61,4.2,27.24,246.9,9.73,5.27,374.25,265834,ac
,,,train_a,2 days 21:18:00,-2.88,-6.58,4.46,31.26,245.58,-2.88,-6.58,4.46,31.26,245.58,8.8,5.04,375.46,274342,ac
,,,train_a,2 days 21:19:00,-1.15,-5.09,5.74,47.08,256.5,-1.15,-5.09,5.74,47.08,256.5,8.14,1.5,319.62,71997,ac
,,,train_a,2 days 21:20:00,-1.49,-5.56,5.49,43.13,253.9,-1.49,-5.56,5.49,43.13,253.9,8.31,0.35,303.85,27429,ac
,,,train_a,2 days 21:21:00,-1.62,-5.53,5.08,40.76,252.44,-1.62,-5.53,5.08,40.76,252.44,8.09,0.55,301.96,35463,ac
,,,train_a,2 days 21:22:00,-1.54,-4.67,4.14,39.6,249.86,-1.54,-4.67,4.14,39.6,249.86,6.8,0.23,303.56,12833,ac
,,,train_a,2 days 21:23:00,-1.96,-3.86,4.75,46.01,239.76,-1.96,-3.86,4.75,46.01,239.76,6.75,0.23,303.56,12833,ac
,,,train_a,2 days 21:24:00,-2.71,-5.03,5.81,44.63,239.71,-2.71,-5.03,5.81,44.63,239.71,8.52,,,,ac
,,,train_a,2 days 21:25:00,-3.1,-5.23,5.16,39.27,237.78,-3.1,-5.23,5.16,39.27,237.78,8.35,1.18,323.5,38838,ac
,,,train_a,2 days 21:26:00,-3.35,-5,4.39,35.03,234.13,-3.35,-5,4.39,35.03,234.13,7.89,,,,ac
,,,train_a,2 days 21:27:00,-3.17,-4.34,4.82,40.84,231.62,-3.17,-4.34,4.82,40.84,231.62,7.54,1.75,315.44,77641,ac
,,,train_a,2 days 21:28:00,-2.7,-4.02,5.13,45.55,232.48,-2.7,-4.02,5.13,45.55,232.48,7.45,1.31,316.75,62412,ac
,,,train_a,2 days 21:29:00,-2.3,-4,5.32,47.81,237.32,-2.3,-4,5.32,47.81,237.32,7.35,1.27,317.49,75230,ac
,,,train_a,2 days 21:30:00,-2.96,-3.76,5.18,45.38,228.53,-2.96,-3.76,5.18,45.38,228.53,7.46,1.05,316.81,60403,ac
,,,train_a,2 days 21:31:00,-2.95,-3.8,5.41,46.91,229.07,-2.95,-3.8,5.41,46.91,229.07,7.57,1.14,311.8,81806,ac
,,,train_a,2 days 21:32:00,-3.01,-3.52,5.15,46.26,225.85,-3.01,-3.52,5.15,46.26,225.85,7.36,1.18,313.3,61162,ac
,,,train_a,2 days 21:33:00,-4.48,-2.92,3.98,34.95,211.14,-4.48,-2.92,3.98,34.95,211.14,7,0.61,297.43,13253,ac
,,,train_a,2 days 21:34:00,-3.55,-3.24,4.8,43.2,220.01,-3.55,-3.24,4.8,43.2,220.01,7.15,0.49,291.49,21417,ac
,,,train_a,2 days 21:35:00,-3.41,-3.36,5.34,46.56,221.77,-3.41,-3.36,5.34,46.56,221.77,7.48,0.59,299.17,22968,ac
,,,train_a,2 days 21:36:00,-3.11,-3.51,5.34,46.68,225.31,-3.11,-3.51,5.34,46.68,225.31,7.5,0.91,313.15,54192,ac
,,,train_a,2 days 21:37:00,-3.2,-3.64,5.94,48.91,225.07,-3.2,-3.64,5.94,48.91,225.07,8.1,1.05,315.89,48810,ac
,,,train_a,2 days 21:38:00,-2.82,-3.98,7.06,54.11,231.1,-2.82,-3.98,7.06,54.11,231.1,8.98,0.68,315.94,88527,ac
,,,train_a,2 days 21:39:00,-3.11,-4.52,7.58,53.18,232.59,-3.11,-4.52,7.58,53.18,232.59,9.71,0.68,315.94,88527,ac
,,,train_a,2 days 21:40:00,-3.35,-5.32,7.61,49.55,235.58,-3.35,-5.32,7.61,49.55,235.58,10.25,0.29,295.33,25436,ac
,,,train_a,2 days 21:41:00,-3.55,-5.28,7.7,49.59,233.77,-3.55,-5.28,7.7,49.59,233.77,10.39,1.24,313.48,53937,ac
,,,train_a,2 days 21:42:00,-1.88,-4.68,8.45,58.28,245.85,-1.88,-4.68,8.45,58.28,245.85,10.31,1.01,320.12,74210,ac
,,,train_a,2 days 21:43:00,0.45,-4.85,8.55,59.46,274.58,0.45,-4.85,8.55,59.46,274.58,10.26,0.37,298.45,33903,ac
,,,train_a,2 days 21:44:00,0.22,-6.02,7.8,51.84,272.57,0.22,-6.02,7.8,51.84,272.57,10.31,0.27,314.87,72068,ac
,,,train_a,2 days 21:45:00,-0.04,-5.23,8.16,55.91,269.76,-0.04,-5.23,8.16,55.91,269.76,10.22,0.35,313.66,52967,ac
,,,train_a,2 days 21:46:00,-0.92,-5.47,8.14,55.03,259.06,-0.92,-5.47,8.14,55.03,259.06,10.38,0.09,299.59,41358,ac
,,,train_a,2 days 21:47:00,-0.44,-5.42,8.47,56.84,264.63,-0.44,-5.42,8.47,56.84,264.63,10.4,0.68,323.34,57191,ac
,,,train_a,2 days 21:48:00,-0.99,-5.64,7.98,54.16,258.81,-0.99,-5.64,7.98,54.16,258.81,10.25,0.42,324.57,66394,ac
,,,train_a,2 days 21:49:00,-2.39,-4.36,9.26,60.37,237.27,-2.39,-4.36,9.26,60.37,237.27,10.88,0.51,321.73,36776,ac
,,,train_a,2 days 21:50:00,-2.09,-4.25,9.06,61.03,239.14,-2.09,-4.25,9.06,61.03,239.14,10.69,0.58,315.27,84425,ac
,,,train_a,2 days 21:51:00,-1.7,-4.43,7.85,57.64,242.74,-1.7,-4.43,7.85,57.64,242.74,9.71,0.35,320.91,71995,ac
,,,train_a,2 days 21:52:00,-1.47,-5.38,6.68,49.31,252.47,-1.47,-5.38,6.68,49.31,252.47,9.25,0.58,318.16,47689,ac
,,,train_a,2 days 21:53:00,-1.34,-4.38,7.93,59.37,248.47,-1.34,-4.38,7.93,59.37,248.47,9.63,0.21,298.25,21375,ac
,,,train_a,2 days 21:54:00,-1.02,-4.3,7.77,59.62,253.19,-1.02,-4.3,7.77,59.62,253.19,9.28,0.48,312.58,57484,ac
,,,train_a,2 days 21:55:00,-0.82,-3.33,6.89,62.79,250.34,-0.82,-3.33,6.89,62.79,250.34,8.03,0.48,312.58,57484,ac
,,,train_a,2 days 21:56:00,-1.48,-2.75,7.54,65.23,231.73,-1.48,-2.75,7.54,65.23,231.73,8.58,0.29,319.3,28114,ac
,,,train_a,2 days 21:57:00,-1.5,-2.26,7.67,67.39,220.04,-1.5,-2.26,7.67,67.39,220.04,8.61,,,,ac
,,,train_a,2 days 21:58:00,-1.12,-1.01,7.59,71.11,199.99,-1.12,-1.01,7.59,71.11,199.99,8.22,0.68,318.41,63352,ac
,,,train_a,2 days 21:59:00,-0.72,-1.34,7.68,73.68,210.62,-0.72,-1.34,7.68,73.68,210.62,8.22,0.29,321.18,30590,ac
,,,train_a,2 days 22:00:00,-0.48,-0.31,7.76,75.88,190.39,-0.48,-0.31,7.76,75.88,190.39,8.14,0.43,323.64,42910,ac
,,,train_a,2 days 22:01:00,-1.17,-0.24,7.74,73.26,180.12,-1.17,-0.24,7.74,73.26,180.12,8.23,0.33,346.3,66486,ac
,,,train_a,2 days 22:02:00,-1.29,-0.53,7.1,71,185.8,-1.29,-0.53,7.1,71,185.8,7.67,,,,ac
,,,train_a,2 days 22:03:00,-1.35,-0.81,6.81,71,197.66,-1.35,-0.81,6.81,71,197.66,7.31,0.36,322.1,23055,ac
,,,train_a,2 days 22:04:00,-1.07,0.27,7.02,72.27,167.25,-1.07,0.27,7.02,72.27,167.25,7.5,0.5,327.43,52381,ac
,,,train_a,2 days 22:05:00,-0.91,0.7,6.63,71.44,159.72,-0.91,0.7,6.63,71.44,159.72,7.12,0.6,312.75,74197,ac
,,,train_a,2 days 22:06:00,-1.06,0,6.21,69.93,174.85,-1.06,0,6.21,69.93,174.85,6.75,0.26,320.52,24160,ac
,,,train_a,2 days 22:07:00,-1.23,-2.9,6.77,61.61,230.44,-1.23,-2.9,6.77,61.61,230.44,8,0.42,324.41,52585,ac
,,,train_a,2 days 22:08:00,-0.83,1.29,6.62,68.15,140.44,-0.83,1.29,6.62,68.15,140.44,7.3,,,,ac
,,,train_a,2 days 22:09:00,-0.19,-0.86,8.31,76.94,204.18,-0.19,-0.86,8.31,76.94,204.18,8.74,,,,ac
,,,train_a,2 days 22:10:00,0.06,-2,7.89,69.69,228.77,0.06,-2,7.89,69.69,228.77,8.74,,,,ac
,,,train_a,2 days 22:11:00,0.31,-6.6,4.82,35.41,272.77,0.31,-6.6,4.82,35.41,272.77,8.56,,,,ac
,,,train_a,2 days 22:12:00,0.11,-6.15,5.42,40.95,271.04,0.11,-6.15,5.42,40.95,271.04,8.7,0.37,312.3,61446,ac
